dbn,district,school_dist,school_name,building_id,swd,ell,poverty,location_category_description,grades_text,longitude,latitude,borough_code,counts,opend_year
11X514,11,11,The Bronxwood Preparatory Academy,X362,0.249,0.059,0.76,High school,"09,10,11,12,SE",-73.852714,40.888242,X,3,2004
11X529,11,11,One World Middle School at Edenwald,X142,0.252,0.046,0.869,Junior High-Intermediate-Middle,"06,07,08,SE",-73.839682,40.886002,X,3,2011
11X532,11,11,Baychester Middle School,X142,0.215,0.076,0.858,Junior High-Intermediate-Middle,"06,07,08,SE",-73.839682,40.886002,X,3,2011
11X534,11,11,District 11 Pre-K Center,X311,0.063,0,0.746,,,,,X,2,
11X534,11,11,District 11 Pre-K Center, X314,0.063,0,0.746,,,,,X,1,
11X542,11,11,Pelham Preparatory Academy,X415,0.248,0.063,0.754,High school,"09,10,11,12,SE",-73.860729,40.860443,X,5,2003
11X544,11,11,High School for Contemporary Arts,X425,0.246,0.174,0.851,High school,"09,10,11,12,SE",-73.861649,40.875172,X,6,2003
11X545,11,11,Bronx Aerospace High School,X425,0.251,0.19,0.84,High school,"09,10,11,12,SE",-73.861649,40.875172,X,6,2003
11X556,11,11,Bronx Park Middle School,X135,0.184,0.216,0.897,Junior High-Intermediate-Middle,"06,07,08,SE",-73.865028,40.862098,X,3,2012
11X566,11,11,Pelham Gardens Middle School,X144,0.262,0.067,0.805,Junior High-Intermediate-Middle,"06,07,08,SE",-73.836525,40.863842,X,3,2012
11X567,11,11,Linden Tree Elementary School,X127,0.245,0.278,0.83,Elementary,"PK,0K,01,02,03,04,05,SE",-73.853203,40.838759,X,2,2012
12X006,12,12,P.S. 006 West Farms,X006,0.232,0.118,0.971,Elementary,"PK,0K,01,02,03,04,05,SE",-73.882531,40.840445,X,2,1904
12X044,12,12,P.S. 044 David C. Farragut,X044,0.163,0.208,0.981,Elementary,"PK,0K,01,02,03,04,05,SE",-73.891086,40.842564,X,2,1911
12X057,12,12,P.S. 057 Crescent,X057,0.239,0.184,0.91,Elementary,"PK,0K,01,02,03,04,05,SE",-73.888987,40.848748,X,2,1921
12X061,12,12,P.S. 061 Francisco Oller,X061,0.205,0.129,0.958,Elementary,"PK,0K,01,02,03,04,05,SE",-73.892784,40.836156,X,2,1922
12X066,12,12,P.S. 066 School of Higher Expectations,X066,0.215,0.113,0.918,Elementary,"PK,0K,01,02,03,04,05,SE",-73.88654,40.831493,X,2,1924
12X098,12,12,J.H.S. 098 Herman Ridder,X098,0.231,0.39,0.924,Junior High-Intermediate-Middle,"06,07,08,SE",-73.890591,40.836245,X,3,1931
12X129,12,12,M.S. 129 Academy for Independent Learning and Leadership,X129,0.263,0.125,0.963,Junior High-Intermediate-Middle,"06,07,08,SE",-73.886721,40.846128,X,3,1971
12X190,12,12,E.S.M.T- I.S. 190,X061,0.191,0.125,0.941,Junior High-Intermediate-Middle,"06,07,08,SE",-73.892784,40.836156,X,2,2001
12X195,12,12,P.S. 195,X077,0.225,0.322,0.901,Elementary,"PK,0K,01,02,03,04,05,SE",-73.877305,40.830811,X,2,1999
12X196,12,12,P.S. 196,X077,0.218,0.324,0.871,Elementary,"PK,0K,01,02,03,04,05,SE",-73.877305,40.830811,X,2,1999
12X211,12,12,P.S. 211,X193,0.217,0.133,0.904,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.890145,40.843705,X,3,1990
12X212,12,12,P.S. 212,X198,0.155,0.23,0.969,K-8,"PK,0K,01,02,03,04,05,SE",-73.900121,40.828406,X,3,1999
12X214,12,12,P.S. 214,X167,0.195,0.153,0.957,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.879931,40.839297,X,2,1999
12X217,12,12,School of Performing Arts,X116,0.353,0.166,0.948,Junior High-Intermediate-Middle,"06,07,08,SE",-73.894368,40.822056,X,3,2001
12X242,12,12,Mott Hall V,X423,0.296,0.128,0.891,Secondary School,"06,07,08,09,10,11,12,SE",-73.878191,40.832508,X,2,2005
12X251,12,12,Explorations Academy H.S.,X098,0.261,0.229,0.882,High school,"09,10,11,12,SE",-73.890591,40.836245,X,3,2005
12X267,12,12,Bronx Latin,X158,0.26,0.104,0.955,Secondary School,"05,06,07,08,09,10,11,12,SE",-73.900593,40.826933,X,3,2004
12X273,12,12,Frederick Douglass Academy V. Middle School,X057,0.313,0.159,0.923,Junior High-Intermediate-Middle,"06,07,08,SE",-73.888987,40.848748,X,2,2004
12X286,12,12,Fannie Lou Hamer Middle School,X066,0.225,0.173,0.863,Junior High-Intermediate-Middle,"06,07,08,SE",-73.88654,40.831493,X,2,2005
12X300,12,12,The School of Science and Applied Learning,X129,0.311,0.12,0.936,Elementary,"PK,0K,01,02,03,04,05,SE",-73.886721,40.846128,X,3,2005
12X314,12,12,Fairmont Neighborhood School,X050,0.312,0.125,0.946,Elementary,"PK,0K,01,02,03,04,05,SE",-73.886995,40.834188,X,2,2013
12X316,12,12,Kappa III,X129,0.273,0.094,0.906,Junior High-Intermediate-Middle,"06,07,08,SE",-73.886721,40.846128,X,3,2004
12X318,12,12,"I.S. X318 Math, Science & Technology Through Arts",X193,0.305,0.159,0.956,Junior High-Intermediate-Middle,"06,07,08,SE",-73.890145,40.843705,X,3,2000
12X341,12,12,Accion Academy,X116,0.263,0.263,0.969,Junior High-Intermediate-Middle,"06,07,08,SE",-73.894368,40.822056,X,3,2004
12X383,12,12,Emolior Academy,X167,0.241,0.203,0.914,Junior High-Intermediate-Middle,"06,07,08,SE",-73.879931,40.839297,X,2,2008
12X388,12,12,Pan American International High School at Monroe,X420,0.014,0.869,0.955,High school,"09,10,11,12",-73.878191,40.832508,X,4,2008
12X446,12,12,Arturo A. Schomburg Satellite Academy Bronx,X401,0.28,0.126,0.886,High school,"10,11,12",-73.898265,40.823124,X,3,2010
12X458,12,12,Samara Community School,X050,0.226,0.157,0.955,Elementary,"PK,0K,01,02,03,04,05,SE",-73.886995,40.834188,X,2,2014
12X463,12,12,Urban Scholars Community School,X198,0.267,0.144,0.969,Elementary,"PK,0K,01,02,03,04,05,SE",-73.900121,40.828406,X,3,2009
12X478,12,12,The Cinema School,X423,0.206,0.048,0.845,High school,"09,10,11,12,SE",-73.878191,40.832508,X,2,2009
12X479,12,12,Bronx Career and College Preparatory High School,X158,0.313,0.182,0.898,High school,"09,10,11,12,SE",-73.900593,40.826933,X,3,2009
12X480,12,12,Bronx Regional High School,X401,0.213,0.093,0.858,High school,"10,11,12",-73.898265,40.823124,X,3,1996
12X511,12,12,Bronx Envision Academy,X098,0.282,0.148,0.863,High school,"09,10,11,12,SE",-73.890591,40.836245,X,3,2011
12X521,12,12,The Metropolitan Soundview High School,X420,0.242,0.142,0.931,High school,"09,10,11,12,SE",-73.878191,40.832508,X,4,2011
12X531,12,12,Archer Elementary School,X102,0.297,0.247,0.959,Elementary,"PK,0K,01,02,03,04,05,SE",-73.866038,40.838151,X,3,2011
12X536,12,12,P.S. 536,X102,0.185,0.2,0.926,Elementary,"PK,0K,01,02,03,04,05,SE",-73.866038,40.838151,X,3,2011
12X550,12,12,High School of World Cultures,X420,0.036,0.808,0.976,High school,"09,10,11,12,SE",-73.878191,40.832508,X,4,1996
12X595,12,12,P.S. 595,X092,0.215,0.194,0.921,Elementary,"PK,0K,01,02,03,SE",-73.889602,40.846205,X,1,2018
12X691,12,12,Bronx Little School,X102,0.217,0.164,0.887,Elementary,"PK,0K,01,02,03,04,05,SE",-73.866038,40.838151,X,3,1999
13K020,13,13,P.S. 020 Clinton Hill,K020,0.158,0.048,0.534,Elementary,"PK,0K,01,02,03,04,05,SE",-73.970896,40.690742,K,2,1951
13K044,13,13,P.S. 044 Marcus Garvey,K044,0.234,0.048,0.944,Elementary,"PK,0K,01,02,03,04,05,SE",-73.940859,40.686213,K,2,1951
13K046,13,13,P.S. 046 Edward C. Blum,K046,0.283,0.131,0.837,Elementary,"PK,0K,01,02,03,04,05,06,SE",-73.971644,40.69453,K,2,1960
13K054,13,13,P.S. 054 Samuel C. Barnes,K054,0.188,0.064,0.856,Elementary,"PK,0K,01,02,03,04,05,SE",-73.952504,40.692616,K,1,1922
13K056,13,13,P.S. 056 Lewis H. Latimer,K056,0.225,0.061,0.543,Elementary,"PK,0K,01,02,03,04,05,SE",-73.960536,40.684286,K,3,1966
13K067,13,13,P.S. 067 Charles A. Dorsey,K067,0.32,0.095,0.986,Elementary,"PK,0K,01,02,03,04,05,06,SE",-73.977674,40.695339,K,2,1923
13K093,13,13,P.S. 093 William H. Prescott,K093,0.27,0.114,0.962,Elementary,"PK,0K,01,02,03,04,05,SE",-73.946381,40.679079,K,2,1909
13K113,13,13,M.S. 113 Ronald Edmonds Learning Center,K113,0.3,0.036,0.898,Junior High-Intermediate-Middle,"06,07,08,SE",-73.971474,40.688769,K,3,1962
13K133,13,13,P.S. 133 William A. Butler,K317,0.161,0.059,0.35,Elementary,"PK,0K,01,02,03,04,05,SE",-73.980455,40.679916,K,1,1900
13K256,13,13,P.S. 256 Benjamin Banneker,K256,0.173,0.136,0.949,Elementary,"PK,0K,01,02,03,04,05,SE",-73.94961,40.690595,K,2,1959
13K265,13,13,Dr. Susan S. McKinney Secondary School of the Arts,K265,0.299,0.03,0.85,Secondary School,"06,07,08,09,10,11,12,SE",-73.976104,40.697177,K,2,1958
13K266,13,13,M.S. K266 - Park Place Community Middle School,K902,0.307,0.036,0.747,Junior High-Intermediate-Middle,"06,07,08,SE",-73.976648,40.678809,K,1,2000
13K270,13,13,P.S. 270 Johann DeKalb,K270,0.277,0.106,0.947,Elementary,"PK,0K,01,02,03,04,05,06,SE",-73.961134,40.691275,K,1,1959
13K287,13,13,P.S. 287 Bailey K. Ashford,K287,0.214,0.068,0.932,Elementary,"PK,0K,01,02,03,04,05,SE",-73.98112,40.697856,K,1,1953
13K301,13,13,Satellite East Middle School,K093,0.307,0.148,0.955,Junior High-Intermediate-Middle,"06,07,08,SE",-73.946381,40.679079,K,2,2002
13K313,13,13,Dock Street School for STEAM Studies,K611,0.187,0.004,0.644,Junior High-Intermediate-Middle,"06,07,08,SE",-73.992076,40.702952,K,2,1999
13K350,13,13,Urban Assembly School of Music and Art,K805,0.249,0.036,0.829,High school,"09,10,11,12,SE",-73.984528,40.69733,K,3,2005
13K351,13,13,The Urban Assembly Unison School,K056,0.343,0.087,0.884,Junior High-Intermediate-Middle,"06,07,08,SE",-73.960536,40.684286,K,3,2012
13K412,13,13,Brooklyn Community Arts & Media High School (BCAM),K117,0.266,0.035,0.9,High school,"09,10,11,12,SE",-73.95818,40.692015,K,2,2006
13K419,13,13,"Science Skills Center High School for Science, Technology and the Creative Arts",K805,0.117,0.03,0.807,High school,"09,10,11,12,SE",-73.984528,40.69733,K,3,1996
13K439,13,13,Brooklyn International High School,K805,0.027,0.817,0.825,High school,"09,10,11,12",-73.984528,40.69733,K,3,1999
13K483,13,13,The Urban Assembly School for Law and Justice,K313,0.162,0.022,0.755,High school,"09,10,11,12,SE",-73.988323,40.694629,K,2,2004
13K492,13,13,Academy of Arts and Letters,K020,0.205,0.006,0.22,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.970896,40.690742,K,2,2006
13K499,13,17,ACORN Community High School,K909,0.34,0.029,0.854,High school,"09,10,11,12,SE",-73.961636,40.678591,K,2,1996
13K527,13,13,Urban Assembly Institute of Math and Science for Young Women,K313,0.173,0.067,0.857,Secondary School,"06,07,08,09,10,11,12,SE",-73.988323,40.694629,K,2,2006
13K553,13,13,Brooklyn Academy High School,K458,0.315,0.014,0.863,High school,"10,11,12",-73.947873,40.684654,K,2,2003
13K594,13,17,Gotham Professional Arts Academy,K909,0.316,0.02,0.803,High school,"09,10,11,12,SE",-73.961636,40.678591,K,2,2007
13K605,13,13,George Westinghouse Career and Technical Education High School,K580,0.195,0.037,0.788,High school,"08,09,10,11,12,SE",-73.986105,40.695444,K,3,1996
13K616,13,13,Brooklyn High School for Leadership and Community Service,K117,0.243,0.023,0.842,High school,"09,10,11,12,SE",-73.95818,40.692015,K,2,2008
13K674,13,13,"City Polytechnic High School of Engineering, Architecture, and Technology",K580,0.18,0.025,0.776,High school,"09,10,11,12,SE",-73.986105,40.695444,K,3,2009
13K691,13,13,Fort Greene Preparatory Academy,K046,0.316,0.057,0.919,Junior High-Intermediate-Middle,"06,07,08,SE",-73.971644,40.69453,K,2,2010
13K869,13,,District 13 PRE-K Center,K611,0.069,0,0.056,,,,,K,2,
13K915,13,13,I.S. 915,K580,0.194,0.022,0.367,Junior High-Intermediate-Middle,"06,07,08,SE",-73.986105,40.695444,K,3,2019
14K016,14,14,P.S. 016 Leonard Dunkly,K016,0.316,0.057,0.912,Elementary,"PK,0K,01,02,03,04,05,SE",-73.962049,40.706069,K,2,1918
14K017,14,14,P.S. 017 Henry D. Woodworth,K017,0.313,0.163,0.7,Elementary,"PK,0K,01,02,03,04,05,SE",-73.9573,40.715268,K,2,1921
14K023,14,14,P.S. 023 Carter G. Woodson,K023,0.346,0.085,0.915,Elementary,"PK,0K,01,02,03,04,05,SE",-73.947256,40.69447,K,2,1966
14K050,14,14,J.H.S. 050 John D. Wells,K050,0.304,0.132,0.929,Junior High-Intermediate-Middle,"06,07,08,SE",-73.960137,40.711915,K,2,1915
14K059,14,14,P.S. 059 William Floyd,K059,0.317,0.098,0.874,Elementary,"PK,0K,01,02,03,04,05,SE",-73.943279,40.697619,K,2,1956
14K071,14,14,Juan Morel Campos Secondary School,K071,0.322,0.251,0.857,Secondary School,"06,07,08,09,10,11,12,SE",-73.953304,40.703996,K,2,1970
14K120,14,14,P.S. 120 Carlos Tapia,K120,0.209,0.182,0.878,Elementary,"PK,0K,01,02,03,04,05,SE",-73.937888,40.700819,K,1,1965
14K126,14,14,John Ericsson Middle School 126,K126,0.302,0.088,0.851,Junior High-Intermediate-Middle,"06,07,08,SE",-73.947932,40.719818,K,2,1966
14K147,14,14,P.S. 147 Isaac Remsen,K147,0.193,0.087,0.642,Elementary,"PK,0K,01,02,03,04,05,SE",-73.93879,40.705005,K,2,1906
14K196,14,14,P.S. 196 Ten Eyck,K196,0.23,0.107,0.832,Elementary,"PK,0K,01,02,03,04,05,SE",-73.939385,40.708804,K,2,1924
14K297,14,14,P.S. 297 Abraham Stockton,K297,0.237,0.155,0.884,Elementary,"PK,0K,01,02,03,04,05,SE",-73.948166,40.697377,K,1,1959
14K380,14,14,P.S. 380 John Wayne Elementary,K380,0.292,0.199,0.824,Elementary,"PK,0K,01,02,03,04,05,SE",-73.953702,40.70179,K,1,1981
14K449,14,14,"Brooklyn Latin School, The",K049,0.029,0.001,0.581,High school,"09,10,11,12",-73.944463,40.709765,K,3,2006
14K454,14,14,The Williamsburg High School of Art and Technology,K049,0.242,0.139,0.848,High school,"09,10,11,12,SE",-73.944463,40.709765,K,3,2006
14K474,14,14,PROGRESS High School for Professional Careers,K450,0.221,0.218,0.899,High school,"09,10,11,12,SE",-73.938921,40.711134,K,3,1999
14K477,14,14,East Williamsburg Scholars Academy,K450,0.155,0.337,0.918,High school,"09,10,11,12,SE",-73.938921,40.711134,K,3,1999
14K478,14,14,"The High School for Enterprise, Business and Technology",K450,0.17,0.13,0.898,High school,"09,10,11,12,SE",-73.938921,40.711134,K,3,1996
14K488,14,14,Brooklyn Preparatory High School,K650,0.169,0.028,0.853,High school,"09,10,11,12,SE",-73.954815,40.715561,K,3,2004
14K558,14,14,Williamsburg High School for Architecture and Design,K650,0.228,0.027,0.802,High school,"09,10,11,12,SE",-73.954815,40.715561,K,3,2004
14K561,14,14,Williamsburg Preparatory School,K650,0.198,0.032,0.775,High school,"09,10,11,12,SE",-73.954815,40.715561,K,3,2004
14K577,14,14,Conselyea Preparatory School,K017,0.202,0.034,0.555,Junior High-Intermediate-Middle,"06,07,08,SE",-73.9573,40.715268,K,2,2004
14K582,14,14,M.S. 582,K196,0.322,0.116,0.836,Junior High-Intermediate-Middle,"06,07,08,SE",-73.939385,40.708804,K,2,2004
14K586,14,14,Lyons Community School,K049,0.269,0.086,0.914,Secondary School,"06,07,08,09,10,11,12,SE",-73.944463,40.709765,K,3,2007
14K614,14,14,Young Women's Leadership School of Brooklyn,K147,0.221,0.075,0.803,Secondary School,"06,07,08,09,10,11,12,SE",-73.93879,40.705005,K,2,2008
15K088,15,15,J.H.S. 088 Peter Rouget,K088,0.23,0.119,0.721,Junior High-Intermediate-Middle,"06,07,08,SE",-73.988743,40.660805,K,2,1967
15K136,15,15,I.S. 136 Charles O. Dewey,K136,0.25,0.358,0.941,Junior High-Intermediate-Middle,"06,07,08,SE",-74.007596,40.652127,K,2,1901
15K146,15,15,"The Brooklyn New School, P.S. 146",K142,0.294,0.039,0.335,Elementary,"PK,0K,01,02,03,04,05,SE",-74.002022,40.679462,K,2,1992
15K295,15,15,P.S. 295,K845,0.301,0.08,0.369,Elementary,"PK,0K,01,02,03,04,05,06,SE",-73.988743,40.660805,K,2,1996
15K429,15,15,Digital Arts and Cinema Technology High School,K293,0.218,0.011,0.814,Secondary School,"09,10,11,12,SE",-73.993293,40.685006,K,3,1996
15K442,15,15,M.S. 442 Carroll Gardens School for Innovation,K280,0.301,0.018,0.301,Junior High-Intermediate-Middle,"06,07,08,SE",-73.983116,40.656952,K,2,2003
15K443,15,15,New Voices School of Academic & Creative Arts,K845,0.201,0.031,0.4,Junior High-Intermediate-Middle,"06,07,08,SE",-73.988743,40.660805,K,2,2003
15K447,15,15,The Math & Science Exploratory School,K655,0.27,0.022,0.339,Junior High-Intermediate-Middle,"06,07,08,SE",-73.980266,40.683951,K,2,2003
15K448,15,15,Brooklyn Collaborative Studies,K142,0.289,0.048,0.645,Secondary School,"06,07,08,09,10,11,12,SE",-74.002022,40.679462,K,2,2003
15K462,15,15,John Jay School for Law,K460,0.191,0.039,0.781,High school,"09,10,11,12,SE",-73.97858,40.669255,K,4,2001
15K463,15,15,Cyberarts Studio Academy,K460,0.207,0.159,0.752,High school,"09,10,11,12,SE",-73.97858,40.669255,K,4,2003
15K464,15,15,Park Slope Collegiate,K460,0.238,0.064,0.629,Secondary School,"06,07,08,09,10,11,12,SE",-73.97858,40.669255,K,4,2003
15K497,15,15,The Boerum Hill School for International Studies,K293,0.193,0.065,0.453,Secondary School,"06,07,08,09,10,11,12,SE",-73.993293,40.685006,K,3,2001
15K656,15,15,Brooklyn High School of the Arts,K655,0.182,0.014,0.649,High school,"09,10,11,12,SE",-73.980266,40.683951,K,2,2000
15K667,15,15,Sunset Park High School,K564,0.182,0.204,0.85,High school,"09,10,11,12,SE",-74.004342,40.655583,K,1,2009
15K676,15,15,Red Hook Neighborhood School,K027,0.421,0.131,1,Elementary,"PK,0K,01,02,03,04,05,SE",-74.005151,40.677914,K,2,2009
15K684,15,15,Millennium Brooklyn HS,K460,0.152,0.001,0.402,High school,"09,10,11,12,SE",-73.97858,40.669255,K,4,2011
15K821,15,15,Sunset Park Prep,K136,0.249,0.21,0.903,Junior High-Intermediate-Middle,"06,07,08,SE",-74.007596,40.652127,K,2,1999
15K839,15,15,M.S. 839,K437,0.272,0.041,0.44,Junior High-Intermediate-Middle,"06,07,08,SE",-73.973363,40.647598,K,1,2015
15K863,15,,Pre-K Center at Bishop Ford School Site,K280,0.077,0,0.107,,,,,K,2,
16K005,16,16,P.S. 005 Dr. Ronald McNair,K005,0.258,0.052,0.794,Elementary,"PK,0K,01,02,03,04,05,SE",-73.92197,40.685241,K,2,1966
16K025,16,16,P.S. 025 Eubie Blake School,K025,0.149,0.189,0.932,Elementary,"PK,0K,01,02,03,04,05,SE",-73.940749,40.691472,K,2,1942
16K026,16,16,P.S. 026 Jesse Owens,K026,0.223,0.039,0.682,Elementary,"PK,0K,01,02,03,04,05,SE",-73.9317,40.6921,K,2,1956
16K028,16,16,P.S. 028 The Warren Prep Academy,K040,0.306,0.024,0.953,Elementary,"PK,0K,01,02,03,04,05,SE",-73.921099,40.680239,K,2,1913
16K035,16,16,M.S. 035 Stephen Decatur,K035,0.317,0.03,0.894,Junior High-Intermediate-Middle,"06,07,08,SE",-73.935891,40.681528,K,2,1926
16K040,16,16,P.S. 040 George W. Carver,K040,0.172,0.098,0.856,Elementary,"PK,0K,01,02,03,04,05,SE",-73.921099,40.680239,K,2,1965
16K057,16,16,Whitelaw Reid Academy of Arts and Business,K057,0.345,0.092,0.924,Junior High-Intermediate-Middle,"06,07,08,SE",-73.932254,40.691467,K,3,1954
16K081,16,16,P.S. 081 Thaddeus Stevens,K081,0.287,0.082,0.932,Elementary,"PK,0K,01,02,03,04,05,SE",-73.935123,40.692866,K,1,1966
16K243,16,16,P.S. 243K- The Weeksville School,K243,0.255,0.051,0.931,Elementary,"PK,0K,01,02,03,04,05,SE",-73.935093,40.675675,K,2,1962
16K262,16,16,P.S. 262 El Hajj Malik El Shabazz Elementary School,K262,0.181,0.025,0.9,Elementary,"PK,0K,01,02,03,04,05,SE",-73.930132,40.682949,K,2,1961
16K267,16,16,"M.S. 267 Math, Science & Technology",K324,0.333,0.04,0.879,Junior High-Intermediate-Middle,"06,07,08,SE",-73.932066,40.68797,K,3,1999
16K308,16,16,P.S. 308 Clara Cardwell,K308,0.27,0.02,0.918,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.935509,40.688323,K,1,1975
16K309,16,16,P.S. 309 The George E. Wibecan Preparatory Academy,K309,0.242,0.034,0.773,Elementary,"PK,0K,01,02,03,04,05,SE",-73.924422,40.6881,K,1,1963
16K335,16,16,P.S. 335 Granville T. Woods,K335,0.257,0.089,0.925,Elementary,"PK,0K,01,02,03,04,05,SE",-73.928673,40.674491,K,2,1968
16K455,16,16,Boys and Girls High School,K455,0.31,0.066,0.838,High school,"09,10,11,12,SE",-73.931604,40.678478,K,3,1976
16K627,16,16,Brighter Choice Community School,K304,0.175,0.048,0.723,Elementary,"PK,0K,01,02,03,04,05,SE",-73.941278,40.693654,K,1,2008
16K628,16,16,Brooklyn Brownstone School,K035,0.164,0.003,0.637,Elementary,"PK,0K,01,02,03,04,05,SE",-73.935891,40.681528,K,2,2008
16K669,16,16,Research and Service High School,K455,0.336,0.034,0.866,High school,"09,10,11,12,SE",-73.931604,40.678478,K,3,2013
16K681,16,16,Madiba Prep Middle School,K026,0.362,0.049,0.92,Junior High-Intermediate-Middle,"06,07,08,SE",-73.9317,40.6921,K,2,2012
16K688,16,16,The Brooklyn Academy of Global Finance,K057,0.286,0.159,0.952,High school,"09,10,11,12,SE",-73.932254,40.691467,K,3,2009
16K765,16,16,Nelson Mandela High School,K455,0.325,0.022,0.779,High school,"09,10,11,12,SE",-73.931604,40.678478,K,3,2014
16K898,16,16,The Brooklyn Green School,K335,0.325,0.048,0.88,Junior High-Intermediate-Middle,"06,07,SE",-73.928673,40.674491,K,2,2018
17K002,17,17,Parkside Preparatory Academy,K002,0.22,0.151,0.854,Junior High-Intermediate-Middle,"06,07,08,SE",-73.951575,40.656423,K,3,1994
17K012,17,23,Dr. Jacqueline Peek-Davis School,K012,0.242,0.058,0.946,Elementary,"PK,0K,01,02,03,04,05,SE",-73.920095,40.673124,K,2,1993
17K091,17,17,P.S. 091 The Albany Avenue School,K091,0.267,0.076,0.884,Elementary,"PK,0K,01,02,03,04,05,SE",-73.940707,40.661806,K,2,1904
17K092,17,17,P.S. 092 Adrian Hegeman,K092,0.203,0.218,0.916,Elementary,"PK,0K,01,02,03,04,05,SE",-73.95381,40.656276,K,1,1906
17K122,17,17,Pathways in Technology Early College High School (P-Tech),K625,0.164,0.019,0.718,High school,"09,10,11,12,SE",-73.939282,40.675905,K,2,2011
17K138,17,17,P.S. 138 Brooklyn,K138,0.204,0.05,0.905,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.951559,40.673943,K,2,1902
17K161,17,17,P.S. 161 The Crown,K161,0.244,0.098,0.914,Elementary,"PK,0K,01,02,03,04,05,SE",-73.949243,40.665757,K,2,1923
17K181,17,17,P.S. 181 Brooklyn,K181,0.208,0.141,0.78,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.945883,40.648217,K,1,1922
17K191,17,17,P.S. 191 Paul Robeson,K191,0.295,0.046,0.925,Elementary,"PK,0K,01,02,03,04,05,SE",-73.924127,40.67173,K,2,1938
17K221,17,17,P.S. 221 Toussaint L'Ouverture,K221,0.173,0.031,0.827,Elementary,"PK,0K,01,02,03,04,05,SE",-73.935753,40.663964,K,2,1940
17K246,17,17,M.S. 246 Walt Whitman,K246,0.219,0.281,0.827,Junior High-Intermediate-Middle,"06,07,08,SE",-73.95348,40.648352,K,1,1939
17K289,17,17,P.S. 289 George V. Brower,K289,0.291,0.082,0.845,Elementary,"PK,0K,01,02,03,04,05,SE",-73.942401,40.674244,K,1,1959
17K316,17,17,P.S. 316 Elijah Stroud,K316,0.152,0.03,0.601,Elementary,"PK,0K,01,02,03,04,05,SE",-73.961418,40.674685,K,2,1966
17K352,17,17,Ebbets Field Middle School,K320,0.317,0.146,0.992,Junior High-Intermediate-Middle,"06,07,08,SE",-73.959484,40.665199,K,2,2005
17K353,17,17,Elijah Stroud Middle School,K316,0.315,0.123,0.907,Junior High-Intermediate-Middle,"05,06,07,08,SE",-73.961418,40.674685,K,2,2005
