dbn,district,school_dist,school_name,building_id,swd,ell,poverty,location_category_description,grades_text,longitude,latitude,borough_code,counts,opend_year
75R037,75,31,The David Marquis School of the Arts,R002,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,2,1992
75R037,75,31,The David Marquis School of the Arts, R004,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R037,75,31,The David Marquis School of the Arts, R030,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R037,75,31,The David Marquis School of the Arts, R036,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R037,75,31,The David Marquis School of the Arts, R840,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R037,75,31,The David Marquis School of the Arts, R843,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R037,75,31,The David Marquis School of the Arts, R844,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R037,75,31,The David Marquis School of the Arts, R880,0.997,0.089,0.793,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.151368,40.5641,R,1,1992
75R373,75,31,P.S. R373,R006,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,2,1993
75R373,75,31,P.S. R373, R040,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,1,1993
75R373,75,31,P.S. R373, R058,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,1,1993
75R373,75,31,P.S. R373, R061,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,2,1993
75R373,75,31,P.S. R373, R071,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,1,1993
75R373,75,31,P.S. R373, R861,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,1,1993
75R373,75,31,P.S. R373, R884,1,0.129,0.844,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.095454,40.64118,R,1,1993
75R721,75,31,The Richard H. Hungerford School,R024,1,0.154,0.915,Secondary School,"06,07,08,09,10,11,12,SE",-74.077054,40.620835,R,2,1967
75R721,75,31,The Richard H. Hungerford School, R043,1,0.154,0.915,Secondary School,"06,07,08,09,10,11,12,SE",-74.077054,40.620835,R,1,1967
75R721,75,31,The Richard H. Hungerford School, R435,1,0.154,0.915,Secondary School,"06,07,08,09,10,11,12,SE",-74.077054,40.620835,R,2,1967
75R721,75,31,The Richard H. Hungerford School, R455,1,0.154,0.915,Secondary School,"06,07,08,09,10,11,12,SE",-74.077054,40.620835,R,2,1967
75R721,75,31,The Richard H. Hungerford School, R600,1,0.154,0.915,Secondary School,"06,07,08,09,10,11,12,SE",-74.077054,40.620835,R,1,1967
75R721,75,31,The Richard H. Hungerford School, R722,1,0.154,0.915,Secondary School,"06,07,08,09,10,11,12,SE",-74.077054,40.620835,R,1,1967
75X010,75,8,P.S. X010,X015,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,3,1995
75X010,75,8,P.S. X010, X026,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X060,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X101,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X162,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X240,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X415,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X817,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X010,75,8,P.S. X010, X234,0.998,0.263,0.887,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.829211,40.82708,X,1,1995
75X017,75,7,P.S. X017,X043,0.994,0.197,0.902,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.905389,40.818703,X,2,1991
75X017,75,7,P.S. X017, X156,0.994,0.197,0.902,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.905389,40.818703,X,1,1991
75X017,75,7,P.S. X017, X161,0.994,0.197,0.902,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.905389,40.818703,X,1,1991
75X017,75,7,P.S. X017, X184,0.994,0.197,0.902,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.905389,40.818703,X,2,1991
75X017,75,7,P.S. X017, X450,0.994,0.197,0.902,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.905389,40.818703,X,1,1991
75X017,75,7,P.S. X017, X174,0.994,0.197,0.902,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.905389,40.818703,X,1,1991
75X168,75,10,P.S. 168,X020,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,2,1997
75X168,75,10,P.S. 168, X160,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,1,1997
75X168,75,10,P.S. 168, X183,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,1,1997
75X168,75,10,P.S. 168, X194,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,1,1997
75X168,75,10,P.S. 168, X440,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,2,1997
75X168,75,10,P.S. 168, X842,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,1,1997
75X168,75,10,P.S. 168, X441,0.996,0.218,0.902,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.878731,40.869482,X,1,1997
75X176,75,11,P.S. X176,X181,1,0.115,0.867,K-12 all grades,"06,07,08,09,10,11,12,SE",-73.831669,40.874035,X,2,1999
75X176,75,11,P.S. X176, X425,1,0.115,0.867,K-12 all grades,"06,07,08,09,10,11,12,SE",-73.831669,40.874035,X,2,1999
75X176,75,11,P.S. X176, X455,1,0.115,0.867,K-12 all grades,"06,07,08,09,10,11,12,SE",-73.831669,40.874035,X,1,1999
75X176,75,11,P.S. X176, X980,1,0.115,0.867,K-12 all grades,"06,07,08,09,10,11,12,SE",-73.831669,40.874035,X,1,1999
75X352,75,12,The Vida Bogart School for All Children,X006,0.998,0.161,0.903,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.882531,40.840445,X,2,2006
75X352,75,12,The Vida Bogart School for All Children, X040,0.998,0.161,0.903,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.882531,40.840445,X,1,2006
75X352,75,12,The Vida Bogart School for All Children, X074,0.998,0.161,0.903,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.882531,40.840445,X,1,2006
75X352,75,12,The Vida Bogart School for All Children, X075,0.998,0.161,0.903,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.882531,40.840445,X,1,2006
75X352,75,12,The Vida Bogart School for All Children, X092,0.998,0.161,0.903,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.882531,40.840445,X,1,2006
75X469,75,10,P469X - The Bronx School for Continuous Learners,X027,0.99,0.235,0.939,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.875375,40.872559,X,2,2014
75X469,75,10,P469X - The Bronx School for Continuous Learners, X042,0.99,0.235,0.939,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.875375,40.872559,X,1,2014
75X469,75,10,P469X - The Bronx School for Continuous Learners, X147,0.99,0.235,0.939,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.875375,40.872559,X,1,2014
75X469,75,10,P469X - The Bronx School for Continuous Learners, X177,0.99,0.235,0.939,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.875375,40.872559,X,1,2014
75X469,75,10,P469X - The Bronx School for Continuous Learners, X855,0.99,0.235,0.939,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.875375,40.872559,X,1,2014
75X596,75,11,P.S. X596,X153,1,0.114,0.78,Elementary,"PK,0K,01,02,03,04,05,06,07,SE",-73.831669,40.874035,X,2,2018
75X596,75,11,P.S. X596, X178,1,0.114,0.78,Elementary,"PK,0K,01,02,03,04,05,06,07,SE",-73.831669,40.874035,X,1,2018
75X596,75,11,P.S. X596, X498,1,0.114,0.78,Elementary,"PK,0K,01,02,03,04,05,06,07,SE",-73.831669,40.874035,X,1,2018
75X721,75,11,P.S. X721 - Stephen McSweeney School,X368,1,0.36,0.923,High school,"09,10,11,12,SE",-73.839114,40.842725,X,2,1999
75X721,75,11,P.S. X721 - Stephen McSweeney School, X405,1,0.36,0.923,High school,"09,10,11,12,SE",-73.839114,40.842725,X,1,1999
75X721,75,11,P.S. X721 - Stephen McSweeney School, X423,1,0.36,0.923,High school,"09,10,11,12,SE",-73.839114,40.842725,X,1,1999
75X721,75,11,P.S. X721 - Stephen McSweeney School, X440,1,0.36,0.923,High school,"09,10,11,12,SE",-73.839114,40.842725,X,2,1999
75X721,75,11,P.S. X721 - Stephen McSweeney School, X722,1,0.36,0.923,High school,"09,10,11,12,SE",-73.839114,40.842725,X,1,1999
75X721,75,11,P.S. X721 - Stephen McSweeney School, XAHZ,1,0.36,0.923,High school,"09,10,11,12,SE",-73.839114,40.842725,X,1,1999
75X723,75,11,P.S. 723,X049,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,2,2005
75X723,75,11,P.S. 723, X099,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, X189,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, X235,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, X338,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, X425,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,2,2005
75X723,75,11,P.S. 723, X701,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, X909,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, X927,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, XAHW,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X723,75,11,P.S. 723, XAIF,0.984,0.08,0.934,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.831856,40.88298,X,1,2005
75X754,75,7,J. M. Rapport School Career Development,Q733,0.991,0.305,0.937,High school,"09,10,11,12,SE",-73.909363,40.811051,X,1,1999
75X754,75,7,J. M. Rapport School Career Development, X155,0.991,0.305,0.937,High school,"09,10,11,12,SE",-73.909363,40.811051,X,2,1999
75X754,75,7,J. M. Rapport School Career Development, X184,0.991,0.305,0.937,High school,"09,10,11,12,SE",-73.909363,40.811051,X,2,1999
75X754,75,7,J. M. Rapport School Career Development, X362,0.991,0.305,0.937,High school,"09,10,11,12,SE",-73.909363,40.811051,X,1,1999
79M331,79,4,JUDITH S. KAYE SCHOOL - D79,M646,0.391,0.043,0.87,,,,,M,2,
79M331,79,28,JUDITH S. KAYE SCHOOL - D79, Q142,0.391,0.043,0.87,,,,,M,3,
79M645,79,18,School for Cooperative Technical Education,K500,0.011,0.056,0.652,,,,,M,4,
79M645,79,5,School for Cooperative Technical Education, M079,0.011,0.056,0.652,,,,,M,1,
79M645,79,4,School for Cooperative Technical Education, M646,0.011,0.056,0.652,,,,,M,1,
79M645,79,0,School for Cooperative Technical Education, M827,0.011,0.056,0.652,,,,,M,2,
79M645,79,28,School for Cooperative Technical Education, Q142,0.011,0.056,0.652,,,,,M,3,
79M645,79,30,School for Cooperative Technical Education, Q452,0.011,0.056,0.652,,,,,M,2,
79M645,79,0,School for Cooperative Technical Education, RAAC,0.011,0.056,0.652,,,,,M,1,
79M645,79,8,School for Cooperative Technical Education, X039,0.011,0.056,0.652,,,,,M,1,
79M645,79,27,School for Cooperative Technical Education, Q465,0.011,0.056,0.652,,,,,M,1,
79M973,79,17,Restart Academy,K824,0.486,0.148,0.824,,,,,M,2,
79M973,79,0,Restart Academy, KBJH,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, KCBV,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, KCQH,0.486,0.148,0.824,,,,,M,1,
79M973,79,1,Restart Academy, M056,0.486,0.148,0.824,,,,,M,1,
79M973,79,6,Restart Academy, M465,0.486,0.148,0.824,,,,,M,2,
79M973,79,2,Restart Academy, M834,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, MAKG,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, MASF,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, MASJ,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, MBGX,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, MBMU,0.486,0.148,0.824,,,,,M,1,
79M973,79,27,Restart Academy, Q400,0.486,0.148,0.824,,,,,M,2,
79M973,79,27,Restart Academy, Q410,0.486,0.148,0.824,,,,,M,2,
79M973,79,25,Restart Academy, Q460,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, QARD,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, QBEX,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, QBHI,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, QBNO,0.486,0.148,0.824,,,,,M,1,
79M973,79,7,Restart Academy, X655,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, X897,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, XALW,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, XALX,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, XAUF,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, XAXF,0.486,0.148,0.824,,,,,M,1,
79M973,79,0,Restart Academy, XAX,0.486,0.148,0.824,,,,,M,1,
79Q950,79,14,Pathways to Graduation,K148,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, K371,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, K410,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, K420,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, K428,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,16,Pathways to Graduation, K455,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, K458,0.131,0.161,0.722,,,,,Q,3,
79Q950,79,0,Pathways to Graduation, K515,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, K525,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, K871,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, K893,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KAUS,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KBJL,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KBJO,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KBJQ,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KBJR,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KBJS,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KCQJ,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, KCTB,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, M058,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, M465,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, M510,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, M807,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, M827,0.131,0.161,0.722,,,,,Q,2,
79Q950,79,0,Pathways to Graduation, M911,0.131,0.161,0.722,,,,,Q,1,
79Q950,79,0,Pathways to Graduation, MAN,0.131,0.161,0.722,,,,,Q,1,
84K037,84,14,Beginning with Children Charter School II,K071,0.191,0.129,0.925,K-8,"0K,01,02,03,04,05,06,07,08",-73.953304,40.703996,K,2,2012
84K037,84,14,Beginning with Children Charter School II, KABV,0.191,0.129,0.925,K-8,"0K,01,02,03,04,05,06,07,08",-73.953304,40.703996,K,1,2012
84K125,84,14,Success Academy Charter School - Bed-Stuy 2,K059,0.166,0.016,0.653,Elementary,"0K,01,02,03,04,05",-73.943279,40.697619,K,2,2012
84K129,84,15,Success Academy Charter School - Cobble Hill,K293,0.097,0.048,0.499,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.993293,40.685006,K,3,2012
84K182,84,14,Success Academy Charter School - Williamsburg,K050,0.161,0.076,0.568,Elementary,"0K,01,02,03,04,05,06,08",-73.960137,40.711915,K,2,2012
84K333,84,17,Explore Exceed Charter School,K022,0.242,0.065,0.798,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.960093,40.6771,K,2,2012
84K333,84,17,Explore Exceed Charter School, K320,0.242,0.065,0.798,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.960093,40.6771,K,1,2012
84K355,84,14,Williamsburg Collegiate Charter School,K016,0.161,0.052,0.839,Junior High-Intermediate-Middle,"05,06,07,08",-73.962049,40.706069,K,2,2005
84K356,84,17,Achievement First Crown Heights Charter School,K391,0.159,0.01,0.815,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.936313,40.662092,K,2,2005
84K356,84,17,Achievement First Crown Heights Charter School, K434,0.159,0.01,0.815,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.936313,40.662092,K,2,2005
84K357,84,17,KIPP AMP Charter School,K390,0.177,0.018,0.865,K-12 all grades,"0K,01,02,03,04,05,06,07,08",-73.937601,40.67229,K,2,2005
84K357,84,17,KIPP AMP Charter School, XAVN,0.177,0.018,0.865,K-12 all grades,"0K,01,02,03,04,05,06,07,08",-73.937601,40.67229,K,5,2005
84K358,84,19,Achievement First East New York Charter School,K013,0.109,0.017,0.852,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.893328,40.664067,K,2,2005
84K358,84,19,Achievement First East New York Charter School, K065,0.109,0.017,0.852,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.893328,40.664067,K,1,2005
84K358,84,19,Achievement First East New York Charter School, K111,0.109,0.017,0.852,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.893328,40.664067,K,1,2005
84K359,84,19,The Uft Charter School,K166,0.108,0.113,0.835,High school,"09,10,11,12,SE",-73.885704,40.659934,K,3,2005
84K360,84,16,Launch Expeditionary Learning Charter School,K243,0.264,0.027,0.876,Junior High-Intermediate-Middle,"06,07,08",-73.935093,40.675675,K,2,2012
84K367,84,14,Success Academy Charter School - Bed-Stuy 1,K033,0.173,0.018,0.644,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.947557,40.696698,K,2,2011
84K379,84,18,Explore Excel Charter School,K068,0.207,0.086,0.791,K-8,"0K,01,02,03,04,05,06,07,08",-73.90788,40.642684,K,2,2011
84K379,84,18,Explore Excel Charter School, K114,0.207,0.086,0.791,K-8,"0K,01,02,03,04,05,06,07,08",-73.90788,40.642684,K,1,2011
84K395,84,17,New Visions A.I.M. Charter High School I,K907,0.463,0.04,0.909,High school,"09,10,11,12",-73.923881,40.666251,K,2,2012
84K406,84,16,"EMBER Charter School for Mindful Education, Innovation and Transformation",K262,0.163,0.054,0.876,K-8,"0K,01,02,03,04,05,06,07,08",-73.935509,40.688323,K,2,2011
84K406,84,16,"EMBER Charter School for Mindful Education, Innovation and Transformation", K308,0.163,0.054,0.876,K-8,"0K,01,02,03,04,05,06,07,08",-73.935509,40.688323,K,1,2011
84K517,84,13,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,K258,0.114,0.038,0.774,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.9456,40.68192,K,1,2006
84K517,84,13,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School, K458,0.114,0.038,0.774,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.9456,40.68192,K,3,2006
84K536,84,13,Community Roots Charter School,K067,0.249,0.013,0.291,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.977674,40.695339,K,2,2006
84K536,84,13,Community Roots Charter School, K287,0.249,0.013,0.291,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.977674,40.695339,K,1,2006
84K538,84,32,Achievement First Bushwick Charter School,K296,0.23,0.114,0.874,K-12 all grades,"0K,01,02,03,04,05,06,07,08,SE",-73.919088,40.697898,K,2,2006
84K538,84,32,Achievement First Bushwick Charter School, K383,0.23,0.114,0.874,K-12 all grades,"0K,01,02,03,04,05,06,07,08,SE",-73.919088,40.697898,K,1,2006
84K608,84,18,Kings Collegiate Charter School,K232,0.128,0.018,0.817,K-12 all grades,"0K,01,02,03,05,06,07,08,09,10,11",-73.919818,40.657712,K,2,2007
84K608,84,18,Kings Collegiate Charter School, K252,0.128,0.018,0.817,K-12 all grades,"0K,01,02,03,05,06,07,08,09,10,11",-73.919818,40.657712,K,1,2007
84K608,84,18,Kings Collegiate Charter School, K420,0.128,0.018,0.817,K-12 all grades,"0K,01,02,03,05,06,07,08,09,10,11",-73.919818,40.657712,K,2,2007
84K626,84,23,Achievement First Brownsville Charter School,K055,0.118,0.026,0.809,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.912685,40.674456,K,2,2008
84K626,84,23,Achievement First Brownsville Charter School, K292,0.118,0.026,0.809,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",-73.912685,40.674456,K,1,2008
84K648,84,16,Bedford Stuyvesant Collegiate Charter School,K324,0.17,0.066,0.833,Secondary School,"05,06,07,08",-73.932066,40.68797,K,3,2008
84K649,84,16,La Cima Charter School,K324,0.17,0.158,0.884,Elementary,"0K,01,02,03,04,05",-73.932066,40.68797,K,3,2008
84K680,84,19,Achievement First Aspire Charter School,K202,0.113,0.036,0.816,Elementary,"0K,01,02,03,04,05,06,07",-73.876084,40.665817,K,2,2013
84K680,84,19,Achievement First Aspire Charter School, K306,0.113,0.036,0.816,Elementary,"0K,01,02,03,04,05,06,07",-73.876084,40.665817,K,1,2013
84K693,84,14,Northside Charter High School,K126,0.209,0.043,0.796,High school,"09,10,11,12",-73.947932,40.719818,K,2,2009
84K701,84,14,Brooklyn Charter School,K023,0.155,0.05,0.832,Elementary,"0K,01,02,03,04,05",-73.947256,40.69447,K,2,2000
84K702,84,13,Community Partnership Charter School,K256,0.208,0.028,0.847,K-8,"PK,0K,01,02,03,04,05,06,07,08",-73.961134,40.691275,K,2,2000
84K702,84,13,Community Partnership Charter School, K270,0.208,0.028,0.847,K-8,"PK,0K,01,02,03,04,05,06,07,08",-73.961134,40.691275,K,1,2000
84K704,84,17,Explore Charter School,K002,0.141,0.087,0.81,K-8,"0K,01,02,03,04,05,06,07,08",-73.951575,40.656423,K,3,2001
84K707,84,15,Brooklyn Prospect Charter School,KAGI,0.191,0.016,0.474,K-12 all grades,"07,08,09,10,11,12,SE",-73.97872,40.647893,K,2,2009
84K710,84,23,Brownsville Collegiate Charter School,K150,0.199,0.08,0.902,Junior High-Intermediate-Middle,"05,06,07,08,09",-73.90514,40.668768,K,2,2009
84K711,84,23,Leadership Preparatory Brownsville Charter School,K275,0.106,0.026,0.916,K-8,"0K,01,02,03,04,05,06,07,08",-73.906662,40.655644,K,4,2009
84K711,84,23,Leadership Preparatory Brownsville Charter School, K284,0.106,0.026,0.916,K-8,"0K,01,02,03,04,05,06,07,08",-73.906662,40.655644,K,1,2009
84K712,84,16,Excellence Girls Charter School,K191,0.147,0.021,0.78,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.924422,40.6881,K,2,2009
84K712,84,16,Excellence Girls Charter School, K309,0.147,0.021,0.78,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.924422,40.6881,K,1,2009
84K712,84,16,Excellence Girls Charter School, K434,0.147,0.021,0.78,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.924422,40.6881,K,2,2009
84K724,84,18,Leadership Prep Canarsie Charter School (Leadership Prep CS 4),K211,0.108,0.017,0.771,K-8,"0K,01,02,03,04,05,06,07,08",-73.892797,40.644134,K,2,2013
84K724,84,18,Leadership Prep Canarsie Charter School (Leadership Prep CS 4), K279,0.108,0.017,0.771,K-8,"0K,01,02,03,04,05,06,07,08",-73.892797,40.644134,K,1,2013
84K730,84,15,Summit Academy Charter School,K027,0.246,0.049,0.803,Secondary School,"06,07,08,09,10,11,12",-74.005151,40.677914,K,2,2009
